sample;site;%_seagrass;%_algae;%_epiphyte;shoot_density;Cr;Cs;Hu;Ho;Th;Tc;Ea;Si;Hs;sand;species;diversity;evenness;canopy;leaf;width;no_leaves1
21;Mwbeni;25.00;0.00;15.00;4.00;0.00;2.50;0.00;0.00;0.00;0.00;22.50;0.00;0.00;75.00;2.00;1.22;0.61;63.00;63.00;1.60;3.00
21;Mwbeni;25.00;0.00;15.00;7.00;0.00;2.50;0.00;0.00;0.00;0.00;22.50;0.00;0.00;75.00;2.00;1.22;0.61;55.00;55.00;1.60;5.00
21;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21;Mwbeni;20.00;0.00;15.00;5.00;0.00;2.00;0.00;0.00;0.00;0.00;18.00;0.00;0.00;80.00;2.00;1.22;0.61;61.00;61.00;1.60;3.00
21;Mwbeni;25.00;0.00;20.00;8.00;0.00;1.25;0.00;0.00;0.00;0.00;23.75;0.00;0.00;75.00;2.00;1.10;0.55;59.00;59.00;1.60;4.00
21;Mwbeni;22.00;0.00;20.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;22.00;0.00;0.00;78.00;1.00;1.00;1.00;59.00;59.00;1.60;5.00
21;Mwbeni;27.00;0.00;15.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;27.00;0.00;0.00;73.00;1.00;1.00;1.00;55.00;55.00;1.60;6.00
21;Mwbeni;23.00;0.00;15.00;7.00;0.00;2.30;0.00;0.00;0.00;0.00;20.70;0.00;0.00;77.00;2.00;1.22;0.61;63.00;63.00;1.60;5.00
21;Mwbeni;27.00;0.00;15.00;6.00;0.00;1.35;0.00;0.00;0.00;0.00;25.65;0.00;0.00;73.00;2.00;1.10;0.55;55.67;55.67;1.60;4.00
21;Mwbeni;30.00;0.00;15.00;8.00;0.00;6.00;0.00;0.00;0.00;0.00;24.00;0.00;0.00;70.00;2.00;1.47;0.74;57.67;57.67;1.60;5.00
21;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21;Mwbeni;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22;Mwbeni;20.00;0.00;0.00;136.00;2.00;0.00;18.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;2.00;1.22;0.61;9.33;9.33;0.20;1.00
22;Mwbeni;35.00;0.00;0.00;112.00;0.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;0.00;65.00;1.00;1.00;1.00;9.67;9.67;0.20;2.00
22;Mwbeni;20.00;0.00;0.00;212.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;9.00;9.00;0.20;1.00
22;Mwbeni;35.00;0.00;0.00;164.00;0.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;0.00;65.00;1.00;1.00;1.00;9.00;9.00;0.20;2.00
22;Mwbeni;32.00;0.00;0.00;132.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;9.00;9.00;0.20;2.00
22;Mwbeni;30.00;0.00;0.00;160.00;3.00;0.00;27.00;0.00;0.00;0.00;0.00;0.00;0.00;70.00;2.00;1.22;0.61;9.33;9.33;0.20;2.00
22;Mwbeni;28.00;0.00;0.00;180.00;2.80;0.00;25.20;0.00;0.00;0.00;0.00;0.00;0.00;72.00;2.00;1.22;0.61;9.67;9.67;0.20;2.00
22;Mwbeni;27.00;0.00;0.00;168.00;13.50;0.00;13.50;0.00;0.00;0.00;0.00;0.00;0.00;73.00;2.00;2.00;1.00;8.67;8.67;0.20;1.00
22;Mwbeni;15.00;0.00;0.00;180.00;12.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;85.00;2.00;1.47;0.74;10.33;10.33;0.43;4.00
22;Mwbeni;20.00;0.00;0.00;204.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;8.33;8.33;0.20;1.00
22;Mwbeni;15.00;0.00;0.00;168.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;85.00;1.00;1.00;1.00;9.00;9.00;0.20;2.00
22;Mwbeni;28.00;0.00;0.00;156.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;8.33;8.33;0.20;1.00
22;Mwbeni;32.00;0.00;0.00;220.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;8.00;8.00;0.20;2.00
22;Mwbeni;24.00;0.00;0.00;172.00;0.00;0.00;24.00;0.00;0.00;0.00;0.00;0.00;0.00;76.00;1.00;1.00;1.00;9.67;9.67;0.20;2.00
22;Mwbeni;25.00;0.00;0.00;112.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;8.67;8.67;0.20;2.00
22;Mwbeni;30.00;0.00;0.00;144.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;10.00;10.00;0.20;1.00
22;Mwbeni;28.00;0.00;0.00;128.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;8.33;8.33;0.20;2.00
22;Mwbeni;32.00;0.00;0.00;180.00;3.20;0.00;28.80;0.00;0.00;0.00;0.00;0.00;0.00;68.00;2.00;1.22;0.61;9.67;9.67;0.20;1.00
22;Mwbeni;35.00;0.00;0.00;200.00;7.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;65.00;2.00;1.47;0.74;9.33;9.33;0.20;1.00
22;Mwbeni;15.00;0.00;0.00;220.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;85.00;1.00;1.00;1.00;9.00;9.00;0.20;2.00
22;Mwbeni;28.00;0.00;0.00;160.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;7.67;7.67;0.20;2.00
22;Mwbeni;30.00;0.00;0.00;196.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;9.67;9.67;0.20;2.00
23;Mwbeni;20.00;0.00;0.00;236.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;7.67;7.67;0.20;2.00
23;Mwbeni;25.00;0.00;0.00;152.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;7.67;7.67;0.20;2.00
23;Mwbeni;20.00;0.00;0.00;160.00;2.00;0.00;18.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;2.00;1.22;0.61;7.00;7.00;0.20;1.00
23;Mwbeni;25.00;0.00;0.00;212.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;8.67;8.67;0.20;2.00
23;Mwbeni;30.00;0.00;0.00;232.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;8.33;8.33;0.20;2.00
23;Mwbeni;32.00;0.00;0.00;168.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;10.00;10.00;0.20;2.00
23;Mwbeni;27.00;0.00;0.00;132.00;0.00;0.00;27.00;0.00;0.00;0.00;0.00;0.00;0.00;73.00;1.00;1.00;1.00;8.00;8.00;0.20;1.00
23;Mwbeni;28.00;0.00;0.00;200.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;8.00;8.00;0.20;1.00
23;Mwbeni;25.00;0.00;0.00;196.00;2.50;0.00;22.50;0.00;0.00;0.00;0.00;0.00;0.00;75.00;2.00;1.22;0.61;7.67;7.67;0.20;1.00
23;Mwbeni;20.00;0.00;0.00;132.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;6.33;6.33;0.20;1.00
23;Mwbeni;20.00;0.00;0.00;172.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;9.00;9.00;0.20;2.00
23;Mwbeni;15.00;0.00;0.00;140.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;0.00;0.00;85.00;1.00;1.00;1.00;8.00;8.00;0.20;2.00
23;Mwbeni;20.00;0.00;0.00;132.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;8.67;8.67;0.20;1.00
23;Mwbeni;25.00;0.00;0.00;156.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;7.33;7.33;0.20;1.00
23;Mwbeni;23.00;0.00;0.00;212.00;0.00;0.00;23.00;0.00;0.00;0.00;0.00;0.00;0.00;77.00;1.00;1.00;1.00;9.00;9.00;0.20;1.00
23;Mwbeni;25.00;0.00;0.00;136.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;8.00;8.00;0.20;2.00
23;Mwbeni;30.00;0.00;0.00;204.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;6.67;6.67;0.20;2.00
23;Mwbeni;25.00;0.00;0.00;148.00;5.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;75.00;2.00;1.47;0.74;7.33;7.33;0.20;1.00
23;Mwbeni;20.00;0.00;0.00;236.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;8.00;8.00;0.20;2.00
23;Mwbeni;38.00;0.00;0.00;172.00;34.20;0.00;3.80;0.00;0.00;0.00;0.00;0.00;0.00;62.00;2.00;1.22;0.61;14.00;14.00;0.50;4.00
23;Mwbeni;20.00;0.00;0.00;232.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;8.33;8.33;0.20;2.00
23;Mwbeni;20.00;0.00;0.00;148.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;8.33;8.33;0.20;2.00
24;Kilimani;100.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.00;11.33;1.50;5.00
24;Kilimani;100.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;38.67;10.67;1.50;7.00
24;Kilimani;100.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;39.00;11.00;1.50;6.00
24;Kilimani;80.00;0.00;0.00;76.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;24.33;24.33;1.00;4.00
24;Kilimani;80.00;0.00;0.00;116.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;25.67;25.67;1.00;5.00
24;Kilimani;85.00;0.00;0.00;108.00;0.00;42.50;0.00;0.00;0.00;0.00;0.00;42.50;0.00;15.00;2.00;2.00;1.00;23.33;23.33;1.00;5.00
24;Kilimani;90.00;0.00;0.00;88.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;45.00;0.00;10.00;2.00;2.00;1.00;24.00;24.00;1.00;4.00
24;Kilimani;90.00;0.00;0.00;76.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;45.00;0.00;10.00;2.00;2.00;1.00;26.33;26.33;1.00;4.00
24;Kilimani;85.00;0.00;0.00;100.00;0.00;42.50;0.00;0.00;0.00;0.00;0.00;42.50;0.00;15.00;2.00;2.00;1.00;26.33;26.33;1.00;4.00
24;Kilimani;90.00;0.00;0.00;96.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;45.00;0.00;10.00;2.00;2.00;1.00;25.67;25.67;1.00;5.00
24;Kilimani;95.00;0.00;0.00;88.00;0.00;47.50;0.00;0.00;0.00;0.00;0.00;47.50;0.00;5.00;2.00;2.00;1.00;27.33;27.33;1.00;5.00
24;Kilimani;80.00;0.00;0.00;116.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;26.67;26.67;1.00;5.00
24;Kilimani;80.00;0.00;0.00;108.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;27.00;27.00;1.00;6.00
24;Kilimani;95.00;0.00;0.00;80.00;0.00;47.50;0.00;0.00;0.00;0.00;0.00;47.50;0.00;5.00;2.00;2.00;1.00;24.00;24.00;1.00;5.00
24;Kilimani;95.00;0.00;0.00;108.00;0.00;47.50;0.00;0.00;0.00;0.00;0.00;47.50;0.00;5.00;2.00;2.00;1.00;24.33;24.33;1.00;4.00
24;Kilimani;80.00;0.00;0.00;100.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;25.67;25.67;1.00;4.00
24;Kilimani;80.00;0.00;0.00;116.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;22.67;22.67;1.00;5.00
24;Kilimani;80.00;0.00;0.00;108.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;40.00;0.00;20.00;2.00;2.00;1.00;25.00;25.00;1.00;6.00
24;Kilimani;85.00;0.00;0.00;104.00;0.00;42.50;0.00;0.00;0.00;0.00;0.00;42.50;0.00;15.00;2.00;2.00;1.00;26.33;26.33;1.00;5.00
24;Kilimani;95.00;0.00;0.00;112.00;0.00;47.50;0.00;0.00;0.00;0.00;0.00;47.50;0.00;5.00;2.00;2.00;1.00;25.00;25.00;1.00;5.00
24;Kilimani;90.00;0.00;0.00;100.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;45.00;0.00;10.00;2.00;2.00;1.00;23.67;23.67;1.00;5.00
24;Kilimani;90.00;0.00;0.00;104.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;45.00;0.00;10.00;2.00;2.00;1.00;26.67;26.67;1.00;5.00
25;Sume;100.00;5.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;43.00;10.00;2.00;5.00
25;Sume;100.00;10.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.33;9.33;2.00;5.00
25;Sume;100.00;5.00;0.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.00;11.00;2.00;5.00
25;Sume;100.00;5.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;46.33;8.00;2.00;5.00
25;Sume;100.00;5.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;43.00;10.67;2.00;5.00
25;Sume;100.00;10.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.00;8.00;2.00;6.00
25;Sume;100.00;5.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;43.00;10.00;2.00;5.00
25;Sume;100.00;5.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;11.33;2.00;6.00
25;Sume;100.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.33;10.33;2.00;7.00
25;Sume;100.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;48.00;10.33;2.00;5.00
25;Sume;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.00;13.00;2.00;5.00
25;Sume;100.00;5.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.67;11.33;2.00;6.00
25;Sume;100.00;5.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.67;9.67;2.00;7.00
25;Sume;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;11.33;2.00;6.00
25;Sume;100.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;10.33;2.00;5.00
25;Sume;100.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;11.33;2.00;6.00
25;Sume;100.00;10.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.00;10.00;2.00;7.00
25;Sume;100.00;5.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.67;10.67;2.00;6.00
25;Sume;100.00;5.00;0.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.67;9.67;2.00;5.00
25;Sume;100.00;5.00;0.00;124.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.67;9.67;2.00;5.00
25;Sume;100.00;10.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.67;12.00;2.00;5.00
25;Sume;100.00;10.00;0.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.33;10.33;2.00;5.00
26;Sume;50.00;5.00;2.00;116.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;50.00;2.00;2.00;1.00;16.67;16.67;1.00;4.00
26;Sume;45.00;5.00;2.00;120.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;16.00;16.00;1.00;4.00
26;Sume;34.00;0.00;2.00;92.00;0.00;17.00;0.00;0.00;17.00;0.00;0.00;0.00;0.00;66.00;2.00;2.00;1.00;15.33;15.33;1.00;5.00
26;Sume;40.00;0.00;10.00;112.00;0.00;20.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;60.00;2.00;2.00;1.00;16.00;16.00;1.00;5.00
26;Sume;42.00;0.00;5.00;104.00;0.00;21.00;0.00;0.00;21.00;0.00;0.00;0.00;0.00;58.00;2.00;2.00;1.00;17.00;17.00;1.00;5.00
26;Sume;45.00;0.00;0.00;92.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;15.00;15.00;1.00;4.00
26;Sume;30.00;0.00;0.00;104.00;0.00;15.00;0.00;0.00;15.00;0.00;0.00;0.00;0.00;70.00;2.00;2.00;1.00;16.67;16.67;1.00;5.00
26;Sume;35.00;5.00;10.00;92.00;0.00;17.50;0.00;0.00;17.50;0.00;0.00;0.00;0.00;65.00;2.00;2.00;1.00;16.00;16.00;1.00;5.00
26;Sume;50.00;0.00;8.00;104.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;50.00;2.00;2.00;1.00;15.00;15.00;1.00;4.00
26;Sume;45.00;0.00;5.00;128.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;16.67;16.67;1.00;4.00
26;Sume;50.00;0.00;0.00;120.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;50.00;2.00;2.00;1.00;15.67;15.67;1.00;5.00
26;Sume;45.00;2.00;0.00;128.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;17.00;17.00;1.00;3.00
26;Sume;45.00;0.00;0.00;116.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;15.00;15.00;1.00;4.00
26;Sume;35.00;0.00;5.00;132.00;0.00;17.50;0.00;0.00;17.50;0.00;0.00;0.00;0.00;65.00;2.00;2.00;1.00;15.33;15.33;1.00;4.00
26;Sume;38.00;0.00;0.00;112.00;0.00;19.00;0.00;0.00;19.00;0.00;0.00;0.00;0.00;62.00;2.00;2.00;1.00;15.00;15.00;1.00;5.00
26;Sume;37.00;0.00;0.00;120.00;0.00;18.50;0.00;0.00;18.50;0.00;0.00;0.00;0.00;63.00;2.00;2.00;1.00;13.67;13.67;1.00;4.00
26;Sume;50.00;0.00;0.00;108.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;50.00;2.00;2.00;1.00;15.67;15.67;1.00;5.00
26;Sume;35.00;0.00;5.00;92.00;0.00;17.50;0.00;0.00;17.50;0.00;0.00;0.00;0.00;65.00;2.00;2.00;1.00;14.33;14.33;1.00;5.00
26;Sume;45.00;0.00;2.00;104.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;17.67;17.67;1.00;4.00
26;Sume;45.00;5.00;0.00;112.00;0.00;22.50;0.00;0.00;22.50;0.00;0.00;0.00;0.00;55.00;2.00;2.00;1.00;15.67;15.67;1.00;5.00
26;Sume;35.00;0.00;8.00;96.00;0.00;17.50;0.00;0.00;17.50;0.00;0.00;0.00;0.00;65.00;2.00;2.00;1.00;14.33;14.33;1.00;5.00
26;Sume;40.00;0.00;0.00;104.00;0.00;20.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;60.00;2.00;2.00;1.00;17.33;17.33;1.00;4.00
27;Bweleo;10.00;5.00;2.00;9.00;0.00;0.00;0.00;0.00;3.00;0.00;7.00;0.00;0.00;90.00;2.00;1.72;0.86;72.00;72.00;2.00;4.00
27;Bweleo;15.00;5.00;5.00;10.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;65.67;65.67;2.00;6.00
27;Bweleo;18.00;0.00;2.00;7.00;0.00;0.00;0.00;0.00;5.40;0.00;12.60;0.00;0.00;82.00;2.00;1.72;0.86;61.33;61.33;2.00;5.00
27;Bweleo;20.00;0.00;5.00;10.00;0.00;0.00;0.00;0.00;6.00;0.00;14.00;0.00;0.00;80.00;2.00;1.72;0.86;72.00;72.00;2.00;4.00
27;Bweleo;10.00;0.00;0.00;9.00;0.00;0.00;0.00;0.00;3.00;0.00;7.00;0.00;0.00;90.00;2.00;1.72;0.86;66.00;66.00;2.00;6.00
27;Bweleo;20.00;2.00;0.00;7.00;0.00;0.00;0.00;0.00;6.00;0.00;14.00;0.00;0.00;80.00;2.00;1.72;0.86;66.00;66.00;2.00;5.00
27;Bweleo;15.00;0.00;5.00;6.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;67.33;67.33;2.00;5.00
27;Bweleo;18.00;0.00;0.00;10.00;0.00;0.00;0.00;0.00;5.40;0.00;12.60;0.00;0.00;82.00;2.00;1.72;0.86;76.67;76.67;2.00;6.00
27;Bweleo;15.00;0.00;0.00;10.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;72.33;72.33;2.00;6.00
27;Bweleo;15.00;10.00;10.00;7.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;72.00;72.00;2.00;4.00
27;Bweleo;20.00;0.00;5.00;9.00;0.00;0.00;0.00;0.00;6.00;0.00;14.00;0.00;0.00;80.00;2.00;1.72;0.86;69.67;69.67;2.00;4.00
27;Bweleo;15.00;5.00;1.00;6.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;73.67;73.67;2.00;5.00
27;Bweleo;15.00;0.00;10.00;10.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;69.00;69.00;2.00;4.00
27;Bweleo;18.00;0.00;5.00;10.00;0.00;0.00;0.00;0.00;5.40;0.00;12.60;0.00;0.00;82.00;2.00;1.72;0.86;70.33;70.33;2.00;6.00
27;Bweleo;12.00;0.00;2.00;8.00;0.00;0.00;0.00;0.00;3.60;0.00;8.40;0.00;0.00;88.00;2.00;1.72;0.86;74.00;74.00;2.00;6.00
27;Bweleo;15.00;0.00;0.00;9.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;73.00;73.00;2.00;6.00
27;Bweleo;10.00;0.00;0.00;7.00;0.00;0.00;0.00;0.00;3.00;0.00;7.00;0.00;0.00;90.00;2.00;1.72;0.86;65.33;65.33;2.00;5.00
27;Bweleo;20.00;5.00;0.00;11.00;0.00;0.00;0.00;0.00;6.00;0.00;14.00;0.00;0.00;80.00;2.00;1.72;0.86;74.00;74.00;2.00;4.00
27;Bweleo;15.00;5.00;2.00;8.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;70.33;70.33;2.00;5.00
27;Bweleo;12.00;0.00;5.00;6.00;0.00;0.00;0.00;0.00;3.60;0.00;8.40;0.00;0.00;88.00;2.00;1.72;0.86;71.00;71.00;2.00;6.00
27;Bweleo;12.00;0.00;0.00;7.00;0.00;0.00;0.00;0.00;3.60;0.00;8.40;0.00;0.00;88.00;2.00;1.72;0.86;66.67;66.67;2.00;6.00
27;Bweleo;15.00;0.00;0.00;8.00;0.00;0.00;0.00;0.00;4.50;0.00;10.50;0.00;0.00;85.00;2.00;1.72;0.86;70.67;70.67;2.00;5.00
28;Bweleo;15.00;0.00;0.00;7.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;65.67;65.67;2.00;4.00
28;Bweleo;18.00;0.00;0.00;9.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;68.67;68.67;2.00;5.00
28;Bweleo;12.00;0.00;2.00;7.00;0.00;0.00;0.00;0.00;2.40;0.00;9.60;0.00;0.00;88.00;2.00;1.47;0.74;66.33;66.33;2.00;5.00
28;Bweleo;15.00;0.00;0.00;8.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;70.67;70.67;2.00;5.00
28;Bweleo;10.00;5.00;0.00;6.00;0.00;0.00;0.00;0.00;2.00;0.00;8.00;0.00;0.00;90.00;2.00;1.47;0.74;68.33;68.33;2.00;4.00
